index,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
4378,2005,mini,Cooper,Base,Hatchback,automatic,wmwrc33575tj69605,ca,31.4,134141.0,silver,beige,toyota of orange,3150.0,2500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4379,2005,nissan,Quest,3.5 SE,Minivan,automatic,5n1bv28u45n120029,ca,27.6,110620.0,gray,gray,marios auto wholesale,3125.0,2900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4380,2005,nissan,Titan,XE,King Cab,automatic,1n6aa06a25n558148,ca,19.0,134410.0,green,gray,sierra auto investment co,5325.0,5000.0,Tue Jan 06 2015 12:00:00 GMT-0800 (PST)
4381,2004,bmw,5 Series,530i,Sedan,automatic,wbana735x4b800976,ca,32.0,168117.0,silver,black,gossler motors,4125.0,5500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
4382,2005,porsche,Boxster,S,Convertible,automatic,wp0cb29815s730345,ca,35.2,80107.0,gray,gray,mercedes benz of san francisco,13800.0,15750.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4383,2004,chevrolet,Aveo,Base,Hatchback,automatic,kl1td62684b143883,ca,18.6,118253.0,green,black,james family auto sales,1050.0,1400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4384,2004,chevrolet,Silverado 1500,Base,Extended Cab,automatic,2gcec19v341235245,ca,19.0,154277.0,silver,black,first credit finance,4550.0,3400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4385,2004,bmw,3 Series,325i,Sedan,automatic,wbaaz33474kp82122,ca,20.6,156149.0,blue,black,stevens creek bmw,3025.0,2600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4386,2005,saturn,VUE,Base,SUV,automatic,5gzcz63495s866360,ca,20.6,108430.0,black,black,honda of stevens creek,3200.0,3100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4387,2005,suzuki,Verona,S,Sedan,automatic,kl5vj56l65b165246,ca,21.6,112141.0,gold,black,santa monica motor cars,1400.0,1000.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
4388,2005,saturn,ION,2,Sedan,automatic,1g8aj52f75z182678,ca,19.0,92040.0,black,gray,premium auto wholesale,2750.0,1300.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
4389,2004,bmw,3 Series,325i,Sedan,automatic,wbaaz33484kp85840,ca,2.0,183370.0,white,beige,newport acceptance corp,2100.0,1400.0,Wed Jan 07 2015 03:00:00 GMT-0800 (PST)
4390,2005,mitsubishi,Lancer,ES,Sedan,automatic,ja3aj26e75u015027,ca,25.0,112738.0,blue,gray,clear view systems,2250.0,2000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4391,2005,nissan,Altima,2.5 S,Sedan,automatic,1n4al11d85c118022,ca,25.2,58229.0,blue,gray,huntington beach auto buyers,4300.0,3500.0,Fri Dec 19 2014 15:00:00 GMT-0800 (PST)
4392,2005,subaru,Impreza,WRX,Sedan,manual,jf1gd29655g517062,ca,33.4,131965.0,blue,black,kearny mesa hyundai subaru,6575.0,8400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4393,2005,mercedes-benz,E-Class,E320,Sedan,automatic,wdbuf65j35a698592,ca,36.0,158768.0,silver,black,first financial credit union,3925.0,4700.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
4394,2004,audi,A4,1.8T,Sedan,automatic,waujc68e84a083754,ca,21.0,115302.0,gray,black,myrddin fleet services,3175.0,2500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4395,2005,nissan,Altima,2.5 S,Sedan,automatic,1n4al11d95n431892,ca,19.0,149690.0,gray,gray,veros credit,2700.0,2200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4396,2005,porsche,Cayenne,S,SUV,automatic,wp1ab29p65la62890,ca,26.0,69138.0,gray,gray,redline remarketing,12150.0,12000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4397,2005,suzuki,Forenza,S,Sedan,automatic,kl5jd56zx5k225541,ca,22.4,123769.0,black,black,melody toyota,1125.0,900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4398,2004,chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,1gchk23144f117130,ca,2.0,119798.0,black,gray,jimmie johnson kearny mesa chevrolet,17100.0,8750.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
4399,2005,mercedes-benz,CLK-Class,CLK320,Coupe,automatic,wdbtj65j05f163104,ca,29.0,114180.0,black,black,high bid trading co inc,5950.0,4500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
4400,2005,mercedes-benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40jx5f662872,ca,23.0,80568.0,black,black,nvp remarketing,5700.0,6250.0,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
4401,2005,nissan,350Z,Touring,Convertible,manual,jn1az36a85m750938,ca,19.0,119541.0,white,gray,800 loan mart,6925.0,4300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4402,2005,nissan,Frontier,SE,Crew Cab,manual,1n6ad07u05c420197,ca,27.0,168634.0,green,beige,hertz remarketing,6200.0,6400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4403,2005,subaru,Impreza,2.5 RS,Sedan,manual,jf1gd675x5g522730,ca,31.4,65907.0,black,black,onemain rem/manheim san francisco bay,5425.0,5500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4404,2005,volkswagen,New Beetle,GLS 1.8T,Convertible,automatic,3vwcd31y15m317553,ca,28.0,60592.0,yellow,black,palm springs ford-lincoln-mercury,4550.0,4100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4405,2005,toyota,Prius,Base,Hatchback,automatic,jtdkb20u357033204,ca,22.0,254338.0,red,beige,larry h miller toyota corona,1750.0,3200.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
4406,2005,volvo,S80,T6,Sedan,automatic,yv1ts911451407592,ca,23.0,110067.0,black,black,nextgear capital,3500.0,2800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4407,2005,volvo,S40,2.4i,Sedan,automatic,yv1ms382052111849,ca,27.0,100125.0,black,gray,us bank,3650.0,3500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
4408,2005,toyota,4Runner,SR5,SUV,automatic,jtezu14r558034126,ca,41.0,146086.0,gray,gray,ross nissan of el monte,7225.0,6700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4409,2004,audi,A4,1.8T,Convertible,automatic,wauac48h44k015752,ca,25.0,164121.0,gray,tan,chaser inc,1500.0,2600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4410,2005,volvo,S40,2.4i,Sedan,automatic,yv1ms390052109709,ca,37.0,131652.0,silver,black,palm springs nissan,3025.0,2900.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4411,2004,audi,A8,L quattro,Sedan,automatic,wauml44e74n012349,ca,27.0,123298.0,gray,black,mercedes benz of walnut creek,4925.0,6400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4412,2005,nissan,350Z,Enthusiast,Convertible,manual,jn1az36d55m700363,ca,31.0,91590.0,black,black,california republic bank,7300.0,6400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4413,2005,lexus,gx,470,Convertible,automatic,jtjbt20x450085499,ca,29.0,167124.0,white,beige,nationwide remarketing,11200.0,9100.0,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
4414,2005,volkswagen,Jetta,2.5 PZEV,Sedan,automatic,3vwsg71k95m625849,ca,25.0,137764.0,gray,black,bmw alphera/alphera financial services,2875.0,2500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4415,2004,cadillac,DeVille,Base,Sedan,automatic,1g6kd54y54u182967,ca,39.0,73395.0,gold,beige,motor city buick gmc,2450.0,3000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4416,2004,nissan,350Z,Touring,Convertible,manual,jn1az36a94t012666,ca,19.0,109865.0,white,gray,wells fargo dealer services,5675.0,4700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4417,2004,ford,Expedition,XLT,SUV,automatic,1fmpu15l74la75001,ca,23.0,140020.0,green,beige,consumer portfolio services,3975.0,2600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4418,2004,toyota,Camry,LE V6,Sedan,automatic,jtdbf30k140152417,ca,42.0,107479.0,white,gray,fiesta ford lincoln mercury,4325.0,6500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4419,2004,hyundai,Sonata,Base,Sedan,automatic,kmhwf25s14a918060,ca,3.0,130817.0,white,tan,purple heart services inc,1675.0,300.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
4420,2004,ford,F-150,XLT,SuperCrew,automatic,1ftpw12574kb12879,ca,2.0,131234.0,gray,gray,remarketing by ge/golden 1 credit union,6850.0,3200.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
4421,2004,mercedes-benz,C-Class,C230,Hatchback,automatic,wdbrn40j44a575581,ca,38.0,174966.0,silver,black,lexus of stevens creek,1450.0,2600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4422,2004,honda,Civic,EX,Coupe,manual,1hgem21904l016448,ca,12.6,138235.0,blue,gray,melody toyota,3475.0,2100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4423,2004,honda,Accord,LX,Sedan,automatic,1hgcm56314a088705,ca,29.4,127196.0,black,black,rvr,4475.0,4400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4424,2004,lexus,RX 330,Base,SUV,automatic,jtjha31u240032986,ca,28.0,161626.0,blue,beige,mckenna audi/mckenna bmw,8525.0,8800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4425,2004,honda,Civic,LX,Sedan,manual,2hges15594h638065,ca,35.0,166941.0,white,beige,walters auto sales/service inc,2950.0,3500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4426,2004,hummer,H2,Base,SUV,automatic,5grgn23u34h119788,ca,25.0,110235.0,white,beige,aaero sweet company,13550.0,16000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
4427,2004,hyundai,Santa Fe,GLS,SUV,automatic,km8sc13d84u826559,ca,27.0,107230.0,silver,gray,sc automotive world,3300.0,2500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4428,2004,chevrolet,Monte Carlo,SS,Coupe,automatic,2g1wx15k849368663,ca,25.0,120265.0,black,black,quality acceptance,3300.0,1500.0,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
4429,2004,mazda,Mazda6,s,Hatchback,automatic,1yvhp84d545n50209,ca,2.0,165777.0,gray,black,detroit west auto wholesale,1575.0,900.0,Wed Dec 31 2014 15:10:00 GMT-0800 (PST)
4430,2004,infiniti,G35,Base,Sedan,automatic,jnkcv51e34m105876,ca,2.0,130261.0,white,beige,first credit finance,4500.0,4300.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
4431,2004,chevrolet,Suburban,1500 LS,SUV,automatic,1gnec16t34j314043,ca,14.0,109983.0,white,gray,santander consumer,4950.0,800.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
4432,2004,chrysler,300M,Base,Sedan,automatic,2c3he66g44h698257,ca,20.8,114345.0,black,gray,brad benson motorsports,2150.0,2200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4433,2004,infiniti,G35,Base,Coupe,automatic,jnkcv54e54m801098,ca,31.0,117689.0,white,black,high bid trading co inc,6100.0,8800.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
4434,2004,jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw48s14c350391,ca,25.8,163188.0,silver,gray,honda of stevens creek,2400.0,3100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4435,2004,gmc,Yukon,SLE,SUV,automatic,1gkec13v84r192350,ca,41.0,64836.0,green,gray,aaero sweet company,7100.0,8500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
4436,2004,lexus,SC 430,Base,Convertible,automatic,jthfn48y540052810,ca,28.0,96362.0,silver,beige,rvr,12150.0,13400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4437,2004,nissan,Armada,LE,SUV,automatic,5n1aa08a44n728312,ca,36.0,137094.0,black,gray,hornburg jaguar santa monica,6350.0,7600.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4438,2004,mazda,Mazda3,i,Sedan,automatic,jm1bk12f241154025,ca,16.0,224666.0,silver,gray,apexcars net,1275.0,1000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4439,2004,landrover,discovery,se7,Sedan,automatic,saltw19444a861956,ca,27.0,94300.0,white,beige,remarketing by ge/manheim california,3850.0,5700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4440,2004,ford,Freestar,SES,Minivan,automatic,2fmza57664ba24556,ca,24.6,110865.0,silver,black,northwest import sales,2200.0,1700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4441,2004,ford,Excursion,Limited,SUV,automatic,1fmnu42p44ea00633,ca,31.6,152504.0,beige,tan,south county lexus at mission viejo,8850.0,9000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4442,2004,mercedes-benz,C-Class,C230,Sedan,manual,wdbrf40j44f451147,ca,19.0,125240.0,silver,black,anaheim pre owned cars,3750.0,2800.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4443,2004,honda,Odyssey,LX,Minivan,automatic,5fnrl18564b060392,ca,19.0,167934.0,gold,tan,coast acceptance corp,1925.0,1700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4444,2004,saturn,VUE,Base,SUV,manual,5gzcz23d34s830865,ca,29.0,138624.0,red,gray,billion dodge chrysler jeep,1425.0,1400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
4445,2004,gmc,Envoy XUV,R350,SUV,manual,jm1fe173940111590,ca,17.2,101072.0,black,gray,mazda of escondido,3475.0,1100.0,Wed Dec 17 2014 13:30:00 GMT-0800 (PST)
4446,2004,gmc,Envoy XUV,SLE,SUV,automatic,1gkes12s446172012,ca,29.0,71019.0,silver,gray,santander consumer,4700.0,5000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4447,2004,saturn,VUE,Base,SUV,automatic,5gzcz63444s895330,ca,23.0,94735.0,silver,gray,kearny pearson kia,3425.0,3000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4448,2004,gmc,Envoy,SLE,SUV,automatic,1gkdt13s842432278,ca,35.8,126604.0,gray,black,apexcars net,3875.0,5000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4449,2004,nissan,Xterra,SE,SUV,automatic,5n1ed28y34c653471,ca,27.6,132670.0,brown,black,acura of serramonte,3500.0,3900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4450,2004,mazda,Mazda6,i,Sedan,automatic,1yvfp80c745n28894,ca,16.6,107660.0,silver,gray,check into cash inc.,2475.0,1200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4451,2004,toyota,Corolla,S,Sedan,automatic,1nxbr32e44z326032,ca,28.0,215686.0,silver,beige,arrowhead auto group inc,3000.0,3800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4452,2004,porsche,911,awd carrera 4s,Sedan,manual,wp0ca299x4s650987,ca,29.0,79478.0,black,brown,world motorsports,26300.0,24500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4453,2004,chevrolet,Impala,LS,Sedan,automatic,2g1wh52k749277182,ca,16.0,184157.0,silver,gray,automotive remarketing inc,1750.0,300.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
4454,2004,honda,Accord,EX V-6,Sedan,automatic,1hgcm66584a064778,ca,29.6,143056.0,gray,brown,mlr trading company,4400.0,4700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4455,2004,nissan,Titan,LE,Crew Cab,automatic,1n6aa07b34n512883,ca,30.8,144685.0,silver,black,apex auto wholesale - gary,7200.0,8000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4456,2004,hyundai,Accent,GL,Sedan,automatic,kmhcg45c24u514946,ca,16.0,112578.0,black,black,apexcars net,1050.0,550.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4457,2004,chevrolet,Impala,Base,Sedan,automatic,2g1wf52e949251473,ca,38.0,70326.0,white,gray,aaero sweet company,3125.0,3000.0,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
4458,2004,pontiac,Grand Prix,GT1,Sedan,automatic,2g2wp522141295593,ca,19.0,216866.0,green,black,pch pre owned,1025.0,700.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
4459,2004,nissan,Altima,2.5,Sedan,automatic,1n4al11d54c157794,ca,24.0,119462.0,black,gray,veros credit,2900.0,3100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4460,2004,chrysler,Concorde,LX,Sedan,automatic,2c3hd46r74h695359,ca,20.6,114935.0,burgundy,beige,blvd motors,1250.0,1100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4461,2004,honda,Civic,Value Package,Coupe,manual,1hgem21114l064924,ca,19.0,165660.0,black,gray,stg auto group,1850.0,1500.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
4462,2004,pontiac,Grand Prix,GTP,Sedan,manual,2g2wr544941334844,ca,21.2,121763.0,gold,black,garys auto sales inc,3000.0,1700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4463,2004,honda,Civic,LX,Sedan,automatic,2hges16524h568648,ca,19.8,165901.0,silver,gray,west coast motors,2925.0,2000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4464,2004,mazda,Mazda3,s,Hatchback,automatic,jm1bk143841182883,ca,28.0,146248.0,red,black,jpmorgan chase bank n.a.,2475.0,3000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4465,2004,gmc,Yukon XL,1500 SLE,SUV,automatic,1gkec16t84j313516,ca,24.4,177381.0,white,black,valley kia,2800.0,2700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4466,2004,chevrolet,Aveo,LS,Hatchback,automatic,kl1tj62624b235175,ca,28.0,92967.0,blue,gray,mas financial services,1550.0,2200.0,Wed Dec 17 2014 12:05:00 GMT-0800 (PST)
4467,2004,subaru,Outback,Base,Wagon,manual,4s3bh675046614362,ca,24.6,186711.0,white,gray,detroit west auto wholesale,1900.0,2200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4468,2004,dodge,Durango,ST,SUV,automatic,1d4hd38n14f128813,ca,29.0,79243.0,gray,gray,national auto clearing house,3250.0,4700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4469,2004,chevrolet,Corvette,Base,Convertible,automatic,1g1yy32g145100519,ca,29.0,40771.0,gray,black,exeter finance corp,18200.0,14600.0,Tue Dec 30 2014 15:00:00 GMT-0800 (PST)
4470,2004,ford,Focus,ZX3,Hatchback,manual,3fafp31zx4r116886,ca,19.0,100003.0,silver,black,south bay mazda,1750.0,1950.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4471,2004,mercury,Monterey,Premier,Minivan,automatic,2mrda20224bj10044,ca,36.0,155237.0,gray,gray,clear view systems,1550.0,1900.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4472,2004,saab,3-Sep,Arc,Convertible,automatic,ys3fd79y046007039,ca,20.6,107532.0,red,gray,mikes auto sales,2850.0,1600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4473,2004,chevrolet,Monte Carlo,LS,Coupe,automatic,2g1ww12e349191442,ca,24.8,111316.0,silver,gray,bmw of monrovia,2375.0,1300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4474,2004,saab,3-Sep,Aero,Sedan,automatic,ys3fh49y941010070,ca,46.0,105592.0,gray,gray,stg auto group,2550.0,3400.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
4475,2004,nissan,Xterra,SE,SUV,automatic,5n1ed28t54c626308,ca,2.0,136819.0,green,gray,veros credit,3350.0,2000.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
4476,2004,nissan,Altima,2.5,Sedan,automatic,1n4al11d64c117661,ca,23.0,148916.0,silver,gray,county financial services,2600.0,2500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4477,2004,chevrolet,Express Cargo,2500,Van,automatic,1gcgg25u741212797,ca,2.0,136966.0,white,gray,lease plan usa,3275.0,2300.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
4478,2004,chevrolet,Avalanche,1500,Crew Cab,automatic,3gnec12t84g289437,ca,1.0,1.0,black,tan,quality acceptance,11200.0,1000.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
4479,2004,mercedes-benz,S-Class,S430,Sedan,automatic,wdbng70j44a407871,ca,27.0,167981.0,gray,black,anm collision center inc,3550.0,3500.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
4480,2004,gmc,Sierra 2500HD,Base,Crew Cab,automatic,1gthk23134f126241,ca,25.0,145697.0,black,gray,bob baker jeep,16900.0,14000.0,Wed Feb 04 2015 04:15:00 GMT-0800 (PST)
4481,2004,ford,Explorer,XLT,SUV,automatic,1fmzu63k54ua19746,ca,28.0,169665.0,gray,beige,david wilsons ford of orange,2225.0,3100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4482,2004,mercedes-benz,SL-Class,SL500,Convertible,automatic,wdbsk75f44f065136,ca,41.0,48033.0,blue,beige,mercedes benz of laguna niguel,17600.0,19500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4483,2004,chevrolet,Express Cargo,2500,Van,automatic,1gcgg25v341153109,ca,22.4,176136.0,white,black,california auto retail sales cars,2700.0,4400.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4484,2004,gmc,Envoy XL,SLE,SUV,automatic,1gkes16s046240381,ca,36.0,100462.0,gray,gray,billotti auto sales,4725.0,6400.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
4485,2004,mercedes-benz,CL-Class,CL600,Coupe,automatic,wdbpj76j84a039907,ca,2.0,85514.0,black,black,lobel financial corp,10200.0,6000.0,Wed Jan 14 2015 03:00:00 GMT-0800 (PST)
4486,2004,ford,F-150,XLT,SuperCrew,automatic,1ftpw12534kc07603,ca,36.0,158597.0,black,gray,david wilsons ford of orange,5575.0,5300.0,Wed Jan 14 2015 05:00:00 GMT-0800 (PST)
4487,2004,toyota,Highlander,Base,SUV,automatic,jtedp21a740003088,ca,28.4,222270.0,blue,black,james family auto sales,5200.0,4800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4488,2004,dodge,Ram Pickup 3500,SLT,Quad Cab,manual,3d7ma48c94g257833,ca,39.0,106576.0,white,gray,garys auto sales inc,10100.0,15000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4489,2004,ford,Mustang,Premium,Coupe,automatic,1fafp40414f109141,ca,19.0,140705.0,orange,black,800 loan mart,1300.0,2000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4490,2004,gmc,Yukon XL,1500 SLE,SUV,automatic,1gkec16t94r194974,ca,29.0,148086.0,black,gray,california fleet inc,3800.0,4500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4491,2004,nissan,Murano,SL,SUV,automatic,jn8az08t74w206240,ca,26.0,99641.0,silver,black,chaser inc,5500.0,6700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4492,2004,nissan,Quest,3.5 S,Minivan,automatic,5n1bv28u44n316227,ca,25.0,110295.0,gray,gray,skyhigh remarketing inc,3250.0,5250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
4493,2004,chevrolet,Tahoe,LS,SUV,automatic,1gnec13t54r205122,ca,34.0,184566.0,gray,tan,california fleet inc,4100.0,3500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4494,2004,honda,Accord,EX,Sedan,automatic,jhmcm56814c031160,ca,23.0,130615.0,beige,black,apexcars net,4800.0,4950.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4495,2004,infiniti,G35,Base,Sedan,automatic,jnkcv51e84m102083,ca,15.6,145958.0,gray,black,bmw of san diego,4300.0,3500.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
4496,2004,saturn,VUE,Base,SUV,automatic,5gzcz33d34s809682,ca,29.0,93728.0,silver,gray,james family auto sales,2300.0,2500.0,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
4497,2004,nissan,Armada,LE,SUV,automatic,5n1aa08b54n744950,ca,16.0,154815.0,black,gray,first credit finance,5075.0,4900.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
4498,2004,saab,3-Sep,Arc,Convertible,automatic,ys3fd79y446003382,ca,23.0,135511.0,gray,beige,land rover san jose,2150.0,2300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
4499,2004,mercedes-benz,CLK-Class,CLK320,Coupe,automatic,wdbtj65j44f095419,ca,2.0,76668.0,black,gray,trade in solutions,6925.0,3700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
4500,2004,mazda,rx8,Work Truck,Coupe,automatic,jm1fe17nx40137925,ca,27.0,175655.0,red,black,lon motors,1925.0,2300.0,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
4501,2004,ford,Explorer,XLT,SUV,automatic,1fmzu73k34za62278,ca,19.0,137018.0,white,gray,800 loan mart,2350.0,1000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4502,2004,chrysler,PT Cruiser,GT,Wagon,automatic,3c8fy78g74t240778,ca,2.0,151908.0,white,black,veros credit,1475.0,400.0,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
4503,2004,chrysler,PT Cruiser,Touring Edition,Wagon,automatic,3c4fy588x4t247254,ca,27.0,112250.0,red,gray,alliance motor cars,1675.0,2000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4504,2004,nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d24c136325,ca,19.0,93226.0,gold,tan,jpmorgan chase bank n.a.,3700.0,2600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4505,2004,ford,F-150,XLT,SuperCab,automatic,1ftpx12584nb89868,ca,1.0,108069.0,black,gray,jpmorgan chase bank n.a.,6650.0,2800.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
4506,2004,dodge,stratus,4c se,SuperCab,automatic,1b3el36xx4n170265,ca,8.8,160220.0,gray,gray,mid city motors,825.0,250.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4507,2004,chrysler,PT Cruiser,Base,Wagon,automatic,3c4fy48b34t259803,ca,36.0,140791.0,silver,gray,alliance motor cars,1250.0,1300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
4508,2004,chrysler,PT Cruiser,Touring Edition,Wagon,automatic,3c4fy58b44t323482,ca,19.0,81145.0,beige,black,hertz remarketing,2400.0,1500.0,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
4509,2004,nissan,Murano,SE,SUV,automatic,jn8az08t44w206566,ca,33.6,128649.0,gray,gray,david wilsons ford of orange,4975.0,5600.0,Wed Dec 17 2014 13:00:00 GMT-0800 (PST)
